gene,control_1_cnt
A2J10_01T0496100.3,60
A2J10_01T0496100.2,668
A2J10_03T0030800.1,32
A2J10_01T0126700.1,5021
A2J10_01T0106000.1,614
A2J10_11T0040500.1,2401
A2J10_04T0215200.2,34
A2J10_04T0215200.1,20
A2J10_01T0483500.2,130
A2J10_01T0483500.1,199
A2J10_01T0313000.5,315
A2J10_01T0313000.2,305
A2J10_01T0313000.1,307
A2J10_01T0313000.3,307
A2J10_01T0313000.4,348
A2J10_11T0032000.1,2
A2J10_03T0206600.1,99
A2J10_02T0023100.1,378
A2J10_11T0000300.1,177
A2J10_01T0411900.1,25
A2J10_11T0151400.1,31
A2J10_11T0008100.2,27
A2J10_11T0008100.1,26
A2J10_06T0120400.1,711
A2J10_06T0120400.2,725
A2J10_06T0120400.12,559
A2J10_06T0120400.8,690
A2J10_06T0120400.6,802
A2J10_06T0120400.3,760
A2J10_06T0120400.11,465
A2J10_06T0120400.10,563
A2J10_06T0120400.7,621
A2J10_06T0120400.4,539
A2J10_06T0120400.5,726
A2J10_06T0120400.9,671
A2J10_10T0160200.1,22
A2J10_08T0160700.1,1
A2J10_08T0160700.3,281
A2J10_08T0160700.2,300
A2J10_07T0168700.4,183
A2J10_07T0168700.5,146
A2J10_07T0168700.1,147
A2J10_07T0168700.3,188
A2J10_07T0168700.2,142
A2J10_03T0358300.1,404
A2J10_07T0143100.1,441
A2J10_11T0139200.1,4
A2J10_04T0240800.1,561
A2J10_04T0240800.3,588
A2J10_04T0240800.2,603
A2J10_02T0052900.1,1
A2J10_06T0219300.1,394
A2J10_12T0146800.1,148
A2J10_10T0180900.1,48
A2J10_10T0029200.1,28
A2J10_06T0297500.6,610
A2J10_06T0297500.4,638
A2J10_06T0297500.3,563
A2J10_06T0297500.8,133
A2J10_06T0297500.1,634
A2J10_06T0297500.2,654
A2J10_06T0297500.5,581
A2J10_06T0297500.7,155
A2J10_07T0139600.1,137
A2J10_06T0021700.1,727
A2J10_04T0000400.1,450
A2J10_03T0373300.2,873
A2J10_03T0373300.3,779
A2J10_03T0373300.1,697
A2J10_05T0196900.1,155
A2J10_03T0162800.1,1
A2J10_11T0110300.1,96
A2J10_03T0149700.1,5516
A2J10_05T0001300.1,102
A2J10_08T0128300.1,9
A2J10_03T0355300.1,2092
A2J10_08T0139200.1,45
A2J10_05T0085100.1,357
A2J10_05T0085100.2,282
A2J10_08T0000200.1,2
A2J10_02T0214300.2,494
A2J10_02T0214300.1,319
A2J10_01T0423600.2,133
A2J10_01T0423600.1,100
A2J10_01T0247200.1,1174
A2J10_01T0247200.2,936
A2J10_03T0013700.2,363
A2J10_03T0013700.3,491
A2J10_03T0013700.1,354
A2J10_02T0411400.1,3
A2J10_02T0411400.2,3
A2J10_06T0297400.1,46
A2J10_06T0244700.1,4
A2J10_02T0315200.1,49
A2J10_01T0146400.1,225
A2J10_01T0473700.1,748
A2J10_02T0013200.1,55
A2J10_01T0189200.1,582
A2J10_07T0266000.2,425
A2J10_07T0266000.1,1138
A2J10_07T0266000.3,1900
A2J10_02T0252100.1,244
A2J10_01T0348400.1,128
A2J10_04T0320000.1,30
A2J10_11T0001300.3,1005
A2J10_11T0001300.5,1058
A2J10_11T0001300.6,1008
A2J10_11T0001300.2,697
A2J10_11T0001300.4,651
A2J10_11T0001300.7,1081
A2J10_11T0001300.8,659
A2J10_11T0001300.1,1010
A2J10_07T0053000.1,3
A2J10_06T0293500.1,65
A2J10_06T0282600.1,2
A2J10_02T0003600.1,391
A2J10_03T0076600.1,562
A2J10_02T0361600.1,163
A2J10_03T0086100.1,152
A2J10_05T0074600.1,32
A2J10_05T0262700.1,66
A2J10_09T0138900.1,914
A2J10_10T0056500.1,138
A2J10_10T0056500.2,144
A2J10_03T0350900.2,267
A2J10_03T0350900.1,132
A2J10_12T0151700.1,19
A2J10_01T0363600.6,325
A2J10_01T0363600.4,769
A2J10_01T0363600.1,464
A2J10_01T0363600.5,290
A2J10_01T0363600.3,508
A2J10_01T0363600.2,475
A2J10_03T0244700.1,661
A2J10_04T0091200.1,11
A2J10_09T0043900.1,1267
A2J10_07T0169300.2,2134
A2J10_07T0169300.6,829
A2J10_07T0169300.7,729
A2J10_07T0169300.3,2126
A2J10_07T0169300.5,795
A2J10_07T0169300.1,2031
A2J10_07T0169300.4,1887
A2J10_07T0277100.1,267
A2J10_05T0253200.1,15
A2J10_01T0102800.1,4
A2J10_11T0206600.1,396
A2J10_12T0093500.1,96
A2J10_09T0154400.1,361
A2J10_05T0045800.1,3
A2J10_01T0238800.1,13
A2J10_03T0098300.1,208
A2J10_01T0441300.1,4
A2J10_01T0185600.1,25
A2J10_02T0294400.1,75
A2J10_08T0149800.2,7
A2J10_08T0149800.1,19
A2J10_06T0144000.1,2
A2J10_05T0270500.1,56
A2J10_04T0323900.1,20
A2J10_07T0269400.2,49
A2J10_07T0269400.1,49
A2J10_02T0176100.1,377
A2J10_05T0140500.2,639
A2J10_05T0140500.1,565
A2J10_04T0223900.1,16
A2J10_06T0300000.1,8
A2J10_09T0211400.3,151
A2J10_09T0211400.1,786
A2J10_09T0211400.2,537
A2J10_12T0053700.1,201
A2J10_12T0053700.2,166
A2J10_10T0087100.1,64
A2J10_10T0087100.2,49
A2J10_03T0037100.1,888
A2J10_10T0002700.1,2176
A2J10_01T0215900.1,192
A2J10_04T0310100.1,693
A2J10_09T0159600.1,10067
A2J10_12T0070200.1,6
A2J10_12T0171900.1,247
A2J10_08T0002200.1,152
A2J10_10T0016900.1,4
A2J10_04T0272800.1,2992
A2J10_01T0141100.1,242
A2J10_03T0015800.1,735
A2J10_03T0015800.2,697
A2J10_11T0232000.1,37
A2J10_05T0235200.2,516
A2J10_05T0235200.4,446
A2J10_05T0235200.3,545
A2J10_05T0235200.5,458
A2J10_05T0235200.1,423
A2J10_01T0051200.5,200
A2J10_01T0051200.4,212
A2J10_01T0051200.3,171
A2J10_01T0051200.1,207
A2J10_01T0051200.2,183
A2J10_01T0051200.6,277
A2J10_04T0015100.1,3
A2J10_05T0186500.1,10
A2J10_01T0494600.1,44
A2J10_07T0007700.1,293
A2J10_07T0281100.4,1064
A2J10_07T0281100.1,938
A2J10_07T0281100.3,776
A2J10_07T0281100.2,958
A2J10_10T0065800.1,346
A2J10_06T0004800.1,48
A2J10_05T0229700.1,2
A2J10_02T0407700.8,49
A2J10_02T0407700.4,3239
A2J10_02T0407700.1,3824
A2J10_02T0407700.2,3884
A2J10_02T0407700.7,3400
A2J10_02T0407700.5,3862
A2J10_02T0407700.6,4125
A2J10_02T0407700.3,3985
A2J10_02T0032800.1,103
A2J10_07T0166200.1,109
A2J10_05T0216400.1,967
A2J10_06T0058900.1,72
A2J10_06T0058900.3,72
A2J10_06T0058900.2,75
A2J10_06T0058900.4,75
A2J10_04T0093700.2,105
A2J10_04T0093700.1,96
A2J10_10T0092300.4,1
A2J10_10T0092300.2,1
A2J10_10T0092300.1,1
A2J10_10T0092300.5,1
A2J10_10T0092300.3,1
A2J10_10T0043100.2,74
A2J10_10T0043100.1,74
A2J10_09T0122500.2,283
A2J10_09T0122500.3,385
A2J10_09T0122500.1,385
A2J10_08T0232300.1,20
A2J10_03T0391800.1,94
A2J10_09T0108400.1,195
A2J10_08T0015100.2,87
A2J10_08T0015100.1,175
A2J10_03T0150400.1,1091
A2J10_01T0097200.1,4
A2J10_04T0273500.1,241
A2J10_06T0230900.1,42
A2J10_02T0170400.1,342
A2J10_03T0176700.1,11166
A2J10_02T0073100.1,178
A2J10_02T0411600.1,456
A2J10_02T0411600.2,1173
A2J10_07T0205700.1,2049
A2J10_05T0217700.2,128
A2J10_05T0217700.3,20
A2J10_05T0217700.1,128
A2J10_06T0123200.1,13
A2J10_05T0206700.1,24
A2J10_02T0053100.1,73
A2J10_11T0195800.3,32
A2J10_11T0195800.2,30
A2J10_11T0195800.1,19
A2J10_01T0290800.1,1
A2J10_01T0290800.2,1
A2J10_01T0098900.1,136
A2J10_03T0067600.1,173
A2J10_05T0021000.1,134
A2J10_02T0276500.7,1961
A2J10_02T0276500.4,2126
A2J10_02T0276500.3,2120
A2J10_02T0276500.1,2159
A2J10_02T0276500.2,2186
A2J10_02T0276500.5,2200
A2J10_02T0276500.6,2167
A2J10_02T0276500.8,2160
A2J10_10T0155700.2,15
A2J10_10T0155700.1,13
A2J10_06T0190300.1,43
A2J10_01T0178900.1,77
A2J10_11T0040200.1,308
A2J10_01T0101100.1,425
A2J10_03T0326900.2,13
A2J10_03T0326900.1,14
A2J10_09T0058300.1,34
A2J10_02T0057800.1,2863
A2J10_02T0378500.1,6
A2J10_12T0115900.1,225
A2J10_05T0054700.2,18
A2J10_07T0153900.1,639
A2J10_11T0236600.3,21
A2J10_11T0236600.2,21
A2J10_04T0118100.1,9
A2J10_01T0406900.1,38
A2J10_08T0133500.1,2
A2J10_01T0287400.1,2
A2J10_01T0208300.1,12
A2J10_01T0208300.2,12
A2J10_03T0369200.1,7
A2J10_02T0000400.1,102
A2J10_06T0011600.1,5
A2J10_01T0237600.2,348
A2J10_01T0237600.3,349
A2J10_01T0237600.1,348
A2J10_01T0237600.4,245
A2J10_01T0436000.1,308
A2J10_01T0436000.3,411
A2J10_01T0436000.2,375
A2J10_05T0131400.1,3561
A2J10_01T0227300.1,133
A2J10_01T0227300.2,132
A2J10_07T0041900.1,3375
A2J10_02T0332500.1,144
A2J10_09T0010300.5,1
A2J10_09T0010300.3,307
A2J10_09T0010300.4,179
A2J10_09T0010300.2,316
A2J10_09T0010300.1,314
A2J10_01T0185400.1,587
A2J10_01T0185400.2,622
A2J10_01T0241200.1,18
A2J10_04T0106000.1,1568
A2J10_03T0380000.1,1
A2J10_01T0101000.1,1
A2J10_01T0404700.1,2021
A2J10_08T0010700.1,1429
A2J10_08T0010700.2,1496
A2J10_08T0010700.3,1192
A2J10_03T0122200.1,1948
A2J10_11T0139900.5,223
A2J10_11T0139900.9,307
A2J10_11T0139900.2,286
A2J10_11T0139900.6,226
A2J10_11T0139900.7,286
A2J10_11T0139900.1,337
A2J10_11T0139900.4,277
A2J10_11T0139900.8,279
A2J10_11T0139900.3,309
A2J10_07T0271000.1,70
A2J10_01T0207700.1,3
A2J10_08T0137300.1,115
A2J10_08T0137300.2,102
A2J10_12T0185400.1,302
A2J10_05T0204200.1,14
A2J10_08T0038200.1,1
A2J10_10T0123900.1,1445
A2J10_01T0357500.1,1205
A2J10_06T0055900.1,10
A2J10_06T0018000.2,1015
A2J10_06T0018000.3,475
A2J10_06T0018000.1,1364
A2J10_11T0061600.1,2
A2J10_09T0123300.4,143
A2J10_09T0123300.1,111
A2J10_09T0123300.3,126
A2J10_09T0123300.2,128
A2J10_06T0157000.2,289
A2J10_06T0157000.1,249
A2J10_04T0021600.1,13
A2J10_08T0174500.3,365
A2J10_08T0174500.1,359
A2J10_08T0174500.2,349
A2J10_08T0174500.4,355
A2J10_08T0143000.3,289
A2J10_08T0143000.1,253
A2J10_08T0143000.4,296
A2J10_08T0143000.2,276
A2J10_02T0422000.1,28
A2J10_01T0056100.2,492
A2J10_01T0056100.1,507
A2J10_06T0217200.1,280
A2J10_01T0286900.1,99
A2J10_09T0193300.1,2
A2J10_06T0161800.1,26
A2J10_03T0333200.1,182
A2J10_06T0064400.1,427
A2J10_04T0279300.1,2722
A2J10_01T0454100.4,3
A2J10_01T0454100.3,5
A2J10_01T0454100.1,3
A2J10_01T0454100.5,3
A2J10_01T0454100.2,3
A2J10_06T0141900.1,196
A2J10_05T0250200.1,1168
A2J10_08T0239100.1,1028
A2J10_08T0239100.2,739
A2J10_07T0081600.1,745
A2J10_04T0239800.1,1
A2J10_02T0273400.1,575
A2J10_08T0068500.2,1894
A2J10_08T0068500.1,1976
A2J10_01T0005400.3,57
A2J10_01T0005400.2,80
A2J10_01T0005400.1,36
A2J10_08T0037300.1,82
A2J10_05T0183000.1,6
A2J10_05T0183000.2,6
A2J10_07T0158600.1,219
A2J10_07T0261300.1,389
A2J10_07T0261300.2,389
A2J10_09T0175100.1,307
A2J10_09T0175100.2,319
A2J10_06T0075400.1,36
A2J10_12T0134700.2,497
A2J10_12T0134700.1,485
A2J10_10T0015700.1,33
A2J10_07T0033100.3,1134
A2J10_07T0033100.1,1059
A2J10_07T0033100.4,1128
A2J10_07T0033100.2,1058
A2J10_03T0363900.1,7
A2J10_09T0180100.1,969
A2J10_03T0377600.1,173
A2J10_02T0249500.2,764
A2J10_02T0249500.3,716
A2J10_02T0249500.1,892
A2J10_04T0146700.1,38
A2J10_01T0460500.1,5
A2J10_06T0138400.1,180
A2J10_07T0244900.1,878
A2J10_07T0027500.1,5
A2J10_03T0354400.1,83
A2J10_11T0103000.1,169
A2J10_04T0189200.1,668
A2J10_07T0294200.1,186
A2J10_07T0260400.1,225
A2J10_10T0159400.1,8
A2J10_04T0266900.3,150
A2J10_04T0266900.2,192
A2J10_04T0266900.1,204
A2J10_04T0266900.4,183
A2J10_04T0144300.1,205
A2J10_07T0253300.1,688
A2J10_11T0028300.1,1478
A2J10_05T0046400.1,234
A2J10_07T0200600.1,137
A2J10_06T0025100.1,823
A2J10_04T0312100.1,718
A2J10_07T0162900.1,142
A2J10_02T0386400.5,598
A2J10_02T0386400.3,526
A2J10_02T0386400.10,60
A2J10_02T0386400.4,570
A2J10_02T0386400.9,49
A2J10_02T0386400.8,497
A2J10_02T0386400.7,589
A2J10_02T0386400.1,618
A2J10_02T0386400.6,527
A2J10_02T0386400.2,566
A2J10_04T0131900.1,1
A2J10_05T0252500.1,895
A2J10_12T0079700.1,204
A2J10_07T0208000.1,131
A2J10_10T0180500.1,1
A2J10_05T0027600.1,604
A2J10_11T0190700.1,121
A2J10_11T0190700.2,87
A2J10_03T0139500.1,41598
A2J10_09T0086200.1,11
A2J10_05T0008700.1,1
A2J10_07T0173000.1,174
A2J10_01T0093300.1,6040
A2J10_10T0120800.1,1718
A2J10_06T0298100.1,1323
A2J10_01T0362000.1,377
A2J10_06T0154800.1,76
A2J10_06T0053800.1,4
A2J10_08T0039700.3,318
A2J10_08T0039700.1,241
A2J10_08T0039700.2,269
A2J10_03T0323300.2,521
A2J10_03T0323300.1,481
A2J10_01T0206600.2,15252
A2J10_01T0206600.1,11427
A2J10_02T0106800.2,343
A2J10_02T0106800.1,512
A2J10_05T0225500.1,491
A2J10_02T0275500.1,12
A2J10_11T0017400.1,164
A2J10_04T0096100.1,463
A2J10_07T0250900.1,75
A2J10_07T0250900.2,101
A2J10_07T0250900.4,97
A2J10_07T0250900.3,103
A2J10_05T0090500.1,324
A2J10_09T0125800.8,45
A2J10_09T0125800.4,367
A2J10_09T0125800.7,38
A2J10_09T0125800.1,327
A2J10_09T0125800.6,46
A2J10_09T0125800.2,330
A2J10_09T0125800.5,325
A2J10_09T0125800.3,294
A2J10_07T0236900.1,274
A2J10_07T0236900.2,295
A2J10_05T0266500.2,527
A2J10_05T0266500.3,414
A2J10_05T0266500.1,496
A2J10_09T0208900.1,125
A2J10_03T0283600.3,374
A2J10_03T0283600.1,143
A2J10_03T0283600.2,10
A2J10_03T0013100.1,2
A2J10_05T0193100.1,13
A2J10_12T0175100.1,423
A2J10_12T0066200.1,1
A2J10_08T0206700.1,3424
A2J10_11T0129200.2,17
A2J10_11T0129200.4,16
A2J10_11T0129200.1,25
A2J10_11T0129200.3,18
A2J10_08T0184000.1,10
A2J10_01T0030100.3,89
A2J10_01T0030100.2,210
A2J10_01T0030100.1,197
A2J10_08T0096500.1,1933
A2J10_08T0096500.2,2835
A2J10_08T0096500.3,2804
A2J10_08T0056800.1,233
A2J10_11T0204300.1,6
A2J10_06T0102300.1,2
A2J10_04T0269500.1,1580
A2J10_03T0200400.1,2387
A2J10_03T0200400.2,2644
A2J10_12T0018600.1,36
A2J10_01T0152800.2,209
A2J10_01T0152800.1,145
A2J10_01T0152800.3,213
A2J10_04T0099400.1,2683
A2J10_07T0138700.7,3
A2J10_07T0138700.5,1130
A2J10_07T0138700.2,906
A2J10_07T0138700.6,5
A2J10_07T0138700.1,971
A2J10_07T0138700.4,1137
A2J10_07T0138700.3,964
A2J10_03T0329200.1,127
A2J10_08T0045100.2,227
A2J10_08T0045100.1,209
A2J10_04T0018900.1,41
A2J10_02T0304300.1,3
A2J10_03T0366500.1,35
A2J10_07T0077300.4,316
A2J10_07T0077300.3,497
A2J10_07T0077300.1,404
A2J10_07T0077300.2,496
A2J10_02T0415400.1,5
A2J10_06T0007400.1,75
A2J10_01T0498900.1,3
A2J10_12T0080600.1,428
A2J10_12T0097200.2,5
A2J10_12T0097200.1,3
A2J10_12T0010300.2,947
A2J10_12T0010300.1,974
A2J10_09T0113900.1,117
A2J10_03T0336000.1,46
A2J10_05T0240500.1,1547
A2J10_01T0220700.1,678
A2J10_05T0139300.1,76
A2J10_12T0042300.1,459
A2J10_12T0042300.2,463
A2J10_12T0042300.3,223
A2J10_03T0116400.1,38
A2J10_03T0116400.2,47
A2J10_05T0173000.2,546
A2J10_05T0173000.3,616
A2J10_05T0173000.1,732
A2J10_12T0113700.1,323
A2J10_07T0146800.3,15
A2J10_07T0146800.2,15
A2J10_07T0146800.1,13
A2J10_03T0012500.1,2
A2J10_06T0295200.1,6
A2J10_05T0136800.2,27
A2J10_05T0136800.1,24
A2J10_12T0141100.1,30
A2J10_03T0246300.2,410
A2J10_03T0246300.1,376
A2J10_01T0260700.3,1
A2J10_01T0260700.4,1
A2J10_01T0260700.2,1
A2J10_01T0260700.1,1
A2J10_06T0284000.1,18
A2J10_05T0096000.4,4
A2J10_05T0096000.3,5
A2J10_05T0096000.1,5
A2J10_05T0096000.2,5
A2J10_03T0346500.1,154
A2J10_02T0204000.1,1453
A2J10_12T0188800.1,4294
A2J10_12T0044900.1,5
A2J10_03T0371400.2,885
A2J10_03T0371400.1,1313
A2J10_03T0371400.3,843
A2J10_07T0144800.1,1
A2J10_01T0087900.3,959
A2J10_01T0087900.1,969
A2J10_01T0087900.4,1054
A2J10_01T0087900.2,1063
A2J10_02T0066400.1,285
A2J10_03T0202900.1,116
A2J10_01T0130800.1,16
A2J10_01T0228000.1,2369
A2J10_02T0180700.1,155
A2J10_11T0234600.1,13
A2J10_09T0061300.1,8
A2J10_12T0112800.1,15
A2J10_12T0013300.1,8
A2J10_04T0291200.1,323
A2J10_09T0173800.1,41
A2J10_04T0041900.1,8
A2J10_02T0270000.1,1479
A2J10_03T0260200.1,1
A2J10_12T0069700.1,52
A2J10_07T0045300.1,18
A2J10_04T0277500.1,269
A2J10_10T0005900.1,514
A2J10_10T0005900.2,505
A2J10_10T0005900.3,284
A2J10_04T0246400.1,247
A2J10_11T0141400.1,315
A2J10_11T0141400.2,324
A2J10_01T0474300.3,1206
A2J10_01T0474300.1,1332
A2J10_01T0474300.2,1284
A2J10_02T0394700.1,3
A2J10_11T0022300.1,9
A2J10_08T0155500.2,47
A2J10_08T0155500.1,84
A2J10_01T0449800.2,208
A2J10_01T0449800.1,225
A2J10_03T0353400.1,626
A2J10_06T0140200.1,33
A2J10_02T0371600.1,5
A2J10_04T0230600.1,2
A2J10_04T0275300.1,1
A2J10_01T0406400.1,5
A2J10_07T0213700.1,1273
A2J10_04T0258900.1,784
A2J10_03T0008300.5,121
A2J10_03T0008300.2,750
A2J10_03T0008300.1,814
A2J10_03T0008300.4,72
A2J10_03T0008300.3,207
A2J10_08T0211100.1,24
A2J10_08T0200500.1,11
A2J10_11T0077700.1,4
A2J10_01T0158300.1,125
A2J10_02T0252300.1,7
A2J10_04T0139000.1,44
A2J10_01T0319400.1,33
A2J10_09T0090400.1,607
A2J10_09T0090400.2,904
A2J10_05T0090400.1,40
A2J10_12T0099500.1,49
A2J10_11T0080300.1,114
A2J10_11T0080300.5,138
A2J10_11T0080300.3,140
A2J10_11T0080300.4,231
A2J10_11T0080300.6,156
A2J10_11T0080300.2,223
A2J10_06T0137400.2,3
A2J10_06T0137400.1,3
A2J10_06T0137400.3,3
A2J10_10T0133800.1,11
A2J10_01T0241900.1,1
A2J10_01T0373200.1,3
A2J10_02T0068900.1,1062
A2J10_08T0092500.4,71
A2J10_08T0092500.3,72
A2J10_08T0092500.2,47
A2J10_08T0092500.1,48
A2J10_05T0214500.1,868
A2J10_03T0264700.1,183
A2J10_06T0221000.2,28
A2J10_06T0221000.1,28
A2J10_11T0171500.1,5
A2J10_04T0170000.1,35
A2J10_07T0029900.1,1382
A2J10_02T0124200.6,1469
A2J10_02T0124200.2,1500
A2J10_02T0124200.1,1657
A2J10_02T0124200.5,1532
A2J10_02T0124200.4,1425
A2J10_02T0124200.3,1490
A2J10_04T0207400.2,1398
A2J10_04T0207400.4,1335
A2J10_04T0207400.5,1407
A2J10_04T0207400.3,1398
A2J10_04T0207400.1,1314
A2J10_03T0003200.2,7
A2J10_03T0003200.1,15
A2J10_05T0267300.1,716
A2J10_12T0187200.1,104
A2J10_11T0072900.2,243
A2J10_11T0072900.1,335
A2J10_11T0072900.3,114
A2J10_06T0158000.1,671
A2J10_04T0105300.1,23
A2J10_03T0250000.2,1062
A2J10_03T0250000.1,1031
A2J10_06T0013800.1,12
A2J10_08T0141900.1,272
A2J10_08T0141900.2,265
A2J10_08T0141900.3,259
A2J10_03T0016200.1,44
A2J10_11T0120600.1,1
A2J10_04T0288800.1,3
A2J10_02T0362700.2,214
A2J10_02T0362700.4,206
A2J10_02T0362700.1,127
A2J10_02T0362700.3,219
A2J10_08T0169900.1,1448
A2J10_08T0169900.3,728
A2J10_08T0169900.2,482
A2J10_01T0439700.1,668
A2J10_04T0161100.1,14
A2J10_03T0009000.2,153
A2J10_03T0009000.1,152
A2J10_07T0159900.1,9
A2J10_07T0177900.2,27
A2J10_02T0419800.1,807
A2J10_03T0150300.3,319
A2J10_03T0150300.1,398
A2J10_03T0150300.4,270
A2J10_03T0150300.2,373
A2J10_08T0159300.1,2
A2J10_06T0212300.1,11
A2J10_03T0343000.1,176
A2J10_03T0224100.1,1
A2J10_01T0255100.3,4135
A2J10_01T0255100.1,4063
A2J10_01T0255100.2,4065
A2J10_01T0050800.1,242
A2J10_02T0129300.1,99
A2J10_05T0106200.1,6207
A2J10_07T0185800.1,11
A2J10_12T0147800.1,29
A2J10_08T0189400.1,1054
A2J10_06T0040500.1,129
A2J10_03T0138300.2,577
A2J10_03T0138300.1,539
A2J10_02T0365800.2,1077
A2J10_02T0365800.1,1247
A2J10_06T0185200.1,288
A2J10_11T0067200.1,194
A2J10_11T0058400.1,92
A2J10_06T0247300.1,733
A2J10_06T0247300.3,420
A2J10_06T0247300.2,803
A2J10_03T0110100.1,163
A2J10_02T0139700.1,392
A2J10_05T0176100.1,1449
A2J10_05T0176100.3,1363
A2J10_05T0176100.2,1524
A2J10_10T0115300.2,34
A2J10_10T0115300.1,14
A2J10_03T0250300.2,2359
A2J10_03T0250300.1,2734
A2J10_08T0073100.1,486
A2J10_08T0073100.2,593
A2J10_04T0265800.1,433
A2J10_06T0255000.1,341
A2J10_05T0159300.1,3
A2J10_04T0299600.1,51
A2J10_06T0230600.1,385
A2J10_03T0010700.1,50
A2J10_11T0228500.1,120
A2J10_03T0094900.1,204
A2J10_09T0057600.1,953
A2J10_01T0222800.1,738
A2J10_01T0150600.1,17
A2J10_04T0052800.4,100
A2J10_04T0052800.2,93
A2J10_04T0052800.3,85
A2J10_04T0052800.1,1
A2J10_01T0080900.4,852
A2J10_01T0080900.1,676
A2J10_01T0080900.2,730
A2J10_01T0080900.5,42
A2J10_01T0080900.3,849
A2J10_11T0046400.1,145
A2J10_11T0046400.6,150
A2J10_11T0046400.4,151
A2J10_11T0046400.5,150
A2J10_11T0046400.3,156
A2J10_11T0046400.2,152
A2J10_01T0269500.1,49
A2J10_03T0212500.1,4
A2J10_03T0044700.1,75
A2J10_09T0211000.1,967
A2J10_08T0005800.6,831
A2J10_08T0005800.2,839
A2J10_08T0005800.4,864
A2J10_08T0005800.1,814
A2J10_08T0005800.5,874
A2J10_08T0005800.3,878
A2J10_07T0190100.1,295
A2J10_07T0190100.3,204
A2J10_07T0190100.4,170
A2J10_07T0190100.2,185
A2J10_02T0277100.1,131
A2J10_02T0395100.1,5
A2J10_03T0210900.1,2
A2J10_11T0106000.4,47
A2J10_11T0106000.2,47
A2J10_11T0106000.1,47
A2J10_11T0106000.3,47
A2J10_05T0236700.2,795
A2J10_05T0236700.1,635
A2J10_05T0117500.2,779
A2J10_05T0117500.1,795
A2J10_05T0059500.1,36
A2J10_08T0221500.1,379
A2J10_01T0248400.1,248
A2J10_02T0073800.1,531
A2J10_04T0285500.2,790
A2J10_04T0285500.1,765
A2J10_04T0285500.3,733
A2J10_09T0050800.7,1173
A2J10_09T0050800.6,1162
A2J10_09T0050800.3,823
A2J10_09T0050800.2,894
A2J10_09T0050800.1,942
A2J10_09T0050800.5,955
A2J10_09T0050800.4,882
A2J10_09T0050800.8,529
A2J10_03T0068700.1,266
A2J10_02T0132400.1,101
A2J10_03T0247700.1,1
A2J10_02T0287900.4,1241
A2J10_02T0287900.3,1284
A2J10_02T0287900.2,1241
A2J10_02T0287900.1,1183
A2J10_01T0185000.1,609
A2J10_06T0289100.1,22
A2J10_02T0079400.1,196
A2J10_02T0079400.4,117
A2J10_02T0079400.3,207
A2J10_02T0079400.2,194
A2J10_09T0096700.1,73
A2J10_03T0305500.4,237
A2J10_03T0305500.6,252
A2J10_03T0305500.3,434
A2J10_03T0305500.1,853
A2J10_03T0305500.7,247
A2J10_03T0305500.2,476
A2J10_03T0305500.5,298
A2J10_03T0305500.8,159
A2J10_01T0211900.1,240
A2J10_01T0211900.2,251
A2J10_10T0114500.1,180
A2J10_01T0152700.1,23
A2J10_12T0026000.1,36
A2J10_12T0120800.1,6
A2J10_10T0061400.1,15
A2J10_07T0033200.1,1161
A2J10_08T0063400.1,29
A2J10_10T0014500.1,88
A2J10_04T0284300.1,995
A2J10_04T0284300.2,1022
A2J10_05T0014800.1,220
A2J10_05T0014800.2,149
A2J10_03T0300400.1,7
A2J10_02T0374100.1,1079
A2J10_04T0022500.1,166
A2J10_01T0265500.1,104
A2J10_08T0165000.1,320
A2J10_02T0164200.3,493
A2J10_02T0164200.2,473
A2J10_02T0164200.1,473
A2J10_06T0036400.2,717
A2J10_06T0036400.3,704
A2J10_06T0036400.1,724
A2J10_06T0203200.1,1
A2J10_07T0237900.1,1075
A2J10_07T0131600.1,1371
A2J10_07T0131600.2,1369
A2J10_02T0119500.2,144
A2J10_02T0119500.4,160
A2J10_02T0119500.1,141
A2J10_02T0119500.3,157
A2J10_01T0376800.1,63
A2J10_09T0102700.1,3
A2J10_03T0305400.1,61
A2J10_02T0001300.1,5
A2J10_01T0457200.1,479
A2J10_03T0324400.1,1931
A2J10_02T0035900.1,1189
A2J10_11T0095500.1,7398
A2J10_09T0170000.3,88
A2J10_09T0170000.2,133
A2J10_09T0170000.1,151
A2J10_02T0308400.3,168
A2J10_02T0064000.1,4
A2J10_11T0045800.1,21
A2J10_08T0129400.1,180
A2J10_08T0210400.2,53
A2J10_08T0210400.1,53
A2J10_01T0087600.1,7
A2J10_11T0032200.2,1223
A2J10_11T0032200.1,1211
A2J10_02T0319200.1,882
A2J10_02T0319200.2,752
A2J10_06T0276700.1,144
A2J10_01T0464400.2,401
A2J10_01T0464400.4,428
A2J10_01T0464400.5,359
A2J10_01T0464400.3,235
A2J10_01T0464400.1,373
A2J10_01T0464400.6,7
A2J10_05T0049700.1,359
A2J10_02T0340200.1,80
A2J10_01T0114800.1,42
A2J10_12T0026700.2,788
A2J10_12T0026700.1,911
A2J10_03T0134500.1,24
A2J10_07T0065900.1,68
A2J10_01T0012300.2,133
A2J10_01T0012300.1,133
A2J10_11T0196700.1,100
A2J10_11T0196700.2,100
A2J10_02T0412100.5,1317
A2J10_02T0412100.2,1813
A2J10_02T0412100.1,904
