gene,control_1_cnt
A2J10_02T0039600.2,271
A2J10_05T0230400.1,2
A2J10_02T0247700.1,9
A2J10_12T0119400.1,29
A2J10_06T0066800.1,9
A2J10_08T0233500.1,442
A2J10_03T0040600.1,4164
A2J10_01T0445400.1,711
A2J10_02T0154300.3,426
A2J10_02T0154300.1,475
A2J10_02T0154300.2,466
A2J10_07T0216400.1,500
A2J10_02T0240400.1,444
A2J10_10T0163000.2,40
A2J10_10T0163000.1,72
A2J10_11T0200200.1,393
A2J10_01T0031500.1,902
A2J10_05T0136100.1,2112
A2J10_01T0347300.1,559
A2J10_01T0165000.1,42
A2J10_06T0155400.2,87
A2J10_06T0155400.1,124
A2J10_09T0138400.1,347
A2J10_04T0263200.1,555
A2J10_04T0117400.1,207
A2J10_08T0038100.1,1
A2J10_02T0411000.1,313
A2J10_01T0188000.2,18
A2J10_11T0063700.1,10
A2J10_12T0157700.1,173
A2J10_04T0159500.1,113
A2J10_04T0159500.2,116
A2J10_09T0032700.1,716
A2J10_02T0198400.1,16
A2J10_01T0332900.2,568
A2J10_01T0332900.1,568
A2J10_01T0332900.3,578
A2J10_03T0316000.1,725
A2J10_01T0343600.1,13601
A2J10_07T0039900.1,8
A2J10_02T0118800.1,877
A2J10_01T0151200.1,5
A2J10_01T0145200.1,2086
A2J10_04T0193200.3,6075
A2J10_04T0193200.1,5650
A2J10_04T0193200.2,5744
A2J10_02T0120300.2,317
A2J10_02T0120300.1,296
A2J10_02T0120300.3,266
A2J10_07T0265800.1,9
A2J10_04T0253100.1,1408
A2J10_11T0223600.1,1
A2J10_11T0045400.2,4
A2J10_11T0045400.1,4
A2J10_07T0183000.1,143
A2J10_07T0270300.1,358
A2J10_07T0270300.3,321
A2J10_07T0270300.2,397
A2J10_06T0094300.1,40
A2J10_03T0332100.1,26
A2J10_01T0366300.1,63
A2J10_01T0366300.2,63
A2J10_01T0000200.1,19
A2J10_09T0020600.1,46
A2J10_02T0140900.1,5
A2J10_01T0240500.1,32
A2J10_02T0233200.1,7
A2J10_01T0243700.1,17
A2J10_01T0168800.1,175
A2J10_01T0026400.1,128
A2J10_04T0316600.1,590
A2J10_07T0045200.1,865
A2J10_10T0017700.1,17
A2J10_03T0089200.1,51
A2J10_01T0505100.1,102
A2J10_02T0112300.1,1538
A2J10_03T0152300.1,4
A2J10_02T0303300.1,17
A2J10_04T0026700.1,32
A2J10_02T0084400.1,2
A2J10_02T0345000.1,221
A2J10_04T0199700.3,61
A2J10_04T0199700.1,52
A2J10_04T0199700.2,61
A2J10_12T0043100.1,309
A2J10_07T0122100.1,1267
A2J10_08T0180200.1,1
A2J10_05T0194000.1,744
A2J10_10T0036800.1,61
A2J10_11T0081400.1,30
A2J10_02T0110000.1,13247
A2J10_01T0411500.2,2089
A2J10_01T0411500.4,2707
A2J10_01T0411500.3,3157
A2J10_01T0411500.1,1949
A2J10_02T0345600.1,180
A2J10_06T0039400.1,30
A2J10_08T0237500.1,115
A2J10_02T0189900.1,3
A2J10_06T0010300.1,6
A2J10_01T0342700.1,621
A2J10_01T0342700.2,638
A2J10_08T0181000.1,3
A2J10_04T0297100.1,141
A2J10_04T0297100.4,185
A2J10_04T0297100.3,98
A2J10_04T0297100.2,188
A2J10_04T0297100.5,139
A2J10_04T0237300.1,5050
A2J10_02T0068200.2,254
A2J10_02T0068200.1,228
A2J10_02T0058000.1,347
A2J10_09T0177600.1,10
A2J10_11T0029100.1,10
A2J10_02T0340300.1,8
A2J10_03T0074300.1,198
A2J10_05T0167700.1,124
A2J10_05T0167700.2,134
A2J10_03T0138700.1,638
A2J10_08T0001100.1,62
A2J10_04T0187800.1,435
A2J10_01T0436200.4,9
A2J10_01T0436200.1,9
A2J10_02T0307300.1,105
A2J10_03T0098100.1,124
A2J10_09T0128600.1,2
A2J10_03T0088000.2,351
A2J10_03T0088000.1,316
A2J10_06T0154200.1,605
A2J10_08T0214900.1,467
A2J10_02T0411700.1,237
A2J10_06T0057200.1,177
A2J10_03T0085700.1,325
A2J10_05T0059200.1,1
A2J10_03T0337200.1,8
A2J10_03T0267800.2,4
A2J10_03T0267800.1,4
A2J10_03T0267800.3,2
A2J10_11T0158500.1,2
A2J10_03T0084300.1,3
A2J10_02T0110900.1,1014
A2J10_04T0100400.1,787
A2J10_04T0150700.1,341
A2J10_02T0323300.1,242
A2J10_01T0073100.1,121
A2J10_06T0221800.1,230
A2J10_06T0221800.2,169
A2J10_01T0170600.1,20
A2J10_01T0323300.1,103
A2J10_01T0384800.1,1010
A2J10_08T0077700.1,6
A2J10_12T0054200.1,180
A2J10_12T0148800.1,156
A2J10_04T0175100.1,458
A2J10_07T0165400.2,177
A2J10_07T0165400.1,100
A2J10_10T0099500.2,1161
A2J10_10T0099500.4,1171
A2J10_10T0099500.5,1108
A2J10_10T0099500.3,1032
A2J10_10T0099500.1,1053
A2J10_10T0099500.6,1286
A2J10_10T0099500.7,1342
A2J10_04T0085800.1,1861
A2J10_03T0140300.1,2
A2J10_02T0417400.1,13
A2J10_12T0034700.1,92
A2J10_03T0345000.1,77
A2J10_01T0124100.1,976
A2J10_01T0124100.2,873
A2J10_05T0102500.1,833
A2J10_05T0102500.2,849
A2J10_07T0237600.2,68
A2J10_07T0237600.1,68
A2J10_07T0237600.3,149
A2J10_02T0245000.1,14661
A2J10_03T0383100.1,12
A2J10_01T0454200.1,247
A2J10_01T0454200.4,55
A2J10_01T0454200.2,173
A2J10_01T0454200.3,178
A2J10_01T0454200.5,60
A2J10_08T0082000.1,651
A2J10_06T0300600.1,10
A2J10_06T0300600.2,10
A2J10_02T0398000.1,132
A2J10_01T0128100.1,39
A2J10_07T0231700.1,31
A2J10_09T0183300.2,368
A2J10_09T0183300.1,261
A2J10_09T0183300.5,206
A2J10_09T0183300.6,170
A2J10_09T0183300.4,381
A2J10_09T0183300.3,396
A2J10_09T0183300.7,125
A2J10_09T0183300.8,79
A2J10_11T0151800.1,422
A2J10_03T0227900.1,275
A2J10_03T0001200.5,38
A2J10_03T0001200.4,169
A2J10_03T0001200.2,247
A2J10_03T0001200.1,264
A2J10_03T0001200.3,35
A2J10_08T0158700.1,574
A2J10_02T0393800.1,432
A2J10_07T0015500.1,79
A2J10_01T0071700.1,158
A2J10_09T0163300.1,15
A2J10_08T0024000.1,1141
A2J10_03T0304300.2,401
A2J10_03T0304300.1,482
A2J10_07T0071200.2,203
A2J10_07T0071200.1,204
A2J10_11T0041900.1,193
A2J10_05T0001200.2,1078
A2J10_05T0001200.1,1055
A2J10_06T0088600.1,13
A2J10_12T0023700.2,542
A2J10_12T0023700.1,572
A2J10_12T0023700.3,571
A2J10_02T0192800.1,234
A2J10_01T0498600.1,57
A2J10_10T0002500.2,1
A2J10_10T0002500.1,9
A2J10_03T0297700.1,942
A2J10_03T0297700.3,919
A2J10_03T0297700.2,968
A2J10_02T0026800.1,1010
A2J10_08T0058900.1,43
A2J10_03T0398800.4,551
A2J10_03T0398800.1,698
A2J10_03T0398800.2,746
A2J10_03T0398800.3,707
A2J10_09T0076800.1,1236
A2J10_04T0127000.1,284
A2J10_03T0276200.4,3448
A2J10_03T0276200.2,3863
A2J10_03T0276200.1,3681
A2J10_03T0276200.3,3769
A2J10_03T0343900.1,19
A2J10_07T0111800.2,2386
A2J10_07T0111800.1,2257
A2J10_07T0111800.3,34
A2J10_10T0098300.2,4
A2J10_04T0238800.1,762
A2J10_04T0238800.2,664
A2J10_11T0018900.1,1069
A2J10_02T0239000.4,13
A2J10_02T0239000.6,245
A2J10_02T0239000.1,24
A2J10_02T0239000.5,295
A2J10_02T0239000.3,22
A2J10_02T0239000.2,296
A2J10_03T0174000.1,42
A2J10_11T0152100.1,15
A2J10_04T0142700.1,768
A2J10_10T0043200.2,2736
A2J10_10T0043200.1,2736
A2J10_10T0066200.1,87
A2J10_09T0164200.1,2884
A2J10_12T0009000.1,2
A2J10_03T0347200.1,144655
A2J10_08T0072500.1,130
A2J10_02T0026500.1,930
A2J10_02T0026500.3,985
A2J10_02T0026500.2,928
A2J10_12T0126800.1,21
A2J10_12T0126800.2,10
A2J10_09T0204100.2,1476
A2J10_09T0204100.1,1093
A2J10_11T0043300.4,268
A2J10_11T0043300.3,184
A2J10_11T0043300.7,228
A2J10_11T0043300.5,269
A2J10_11T0043300.6,225
A2J10_11T0043300.1,238
A2J10_11T0043300.2,237
A2J10_11T0216400.2,640
A2J10_11T0216400.1,651
A2J10_02T0084200.1,22
A2J10_10T0050200.2,1143
A2J10_10T0050200.1,530
A2J10_10T0050200.3,1136
A2J10_07T0134500.1,1160
A2J10_05T0274100.1,676
A2J10_09T0191000.1,221
A2J10_11T0043700.5,402
A2J10_11T0043700.2,486
A2J10_11T0043700.4,475
A2J10_11T0043700.1,466
A2J10_11T0043700.3,399
A2J10_06T0083800.1,5
A2J10_07T0101400.1,30
A2J10_02T0088500.1,2
A2J10_09T0118100.1,220
A2J10_09T0148900.1,8
A2J10_06T0169700.1,58
A2J10_07T0076900.1,335
A2J10_01T0161000.1,28
A2J10_08T0053800.2,578
A2J10_08T0053800.3,578
A2J10_08T0053800.1,524
A2J10_02T0241200.1,746
A2J10_01T0464800.2,46
A2J10_01T0464800.1,36
A2J10_01T0464800.5,8
A2J10_01T0464800.4,36
A2J10_01T0464800.3,27
A2J10_01T0142900.3,1101
A2J10_01T0142900.2,1157
A2J10_01T0142900.1,1167
A2J10_08T0218200.1,408
A2J10_03T0173100.1,308
A2J10_04T0050600.2,728
A2J10_04T0050600.1,544
A2J10_01T0323900.1,539
A2J10_09T0209000.1,786
A2J10_07T0231600.1,155
A2J10_01T0095700.1,268
A2J10_05T0140800.1,3
A2J10_04T0026000.1,11
A2J10_07T0149700.1,311
A2J10_08T0115000.1,22
A2J10_11T0169200.1,135
A2J10_05T0269000.1,1
A2J10_01T0400900.1,221
A2J10_04T0238100.1,12
A2J10_09T0087200.1,11
A2J10_10T0136800.1,136
A2J10_09T0190200.2,379
A2J10_09T0190200.1,345
A2J10_01T0181500.1,84
A2J10_04T0229800.1,23
A2J10_06T0165900.3,1588
A2J10_06T0165900.2,1598
A2J10_06T0165900.1,1450
A2J10_06T0165900.4,1468
A2J10_06T0165900.6,671
A2J10_06T0165900.5,795
A2J10_01T0384400.1,319
A2J10_10T0037000.1,28
A2J10_09T0107700.6,25
A2J10_09T0107700.2,12
A2J10_09T0107700.1,12
A2J10_09T0107700.3,15
A2J10_03T0316600.2,271
A2J10_03T0316600.1,257
A2J10_03T0316600.3,293
A2J10_06T0019100.1,54
A2J10_06T0019100.2,59
A2J10_02T0401800.2,376
A2J10_02T0401800.1,441
A2J10_04T0280100.2,29
A2J10_04T0280100.1,29
A2J10_11T0027800.1,1067
A2J10_01T0500000.1,39
A2J10_01T0059800.1,207
A2J10_01T0059800.2,172
A2J10_02T0031700.1,838
A2J10_02T0031700.2,831
A2J10_05T0205400.1,87
A2J10_05T0137100.2,1284
A2J10_05T0137100.3,1331
A2J10_05T0137100.1,1288
A2J10_06T0157600.1,343
A2J10_04T0071700.1,2
A2J10_04T0071700.2,41
A2J10_02T0237000.1,22
A2J10_10T0048400.1,937
A2J10_10T0048400.2,773
A2J10_10T0048400.3,836
A2J10_04T0137000.1,501
A2J10_06T0226100.4,1360
A2J10_06T0226100.1,219
A2J10_06T0226100.2,212
A2J10_06T0226100.3,197
A2J10_10T0182300.2,22
A2J10_10T0182300.1,22
A2J10_02T0125100.1,500
A2J10_08T0010900.1,2605
A2J10_08T0010900.3,2564
A2J10_08T0010900.2,2588
A2J10_09T0123100.1,18
A2J10_03T0049300.1,65
A2J10_12T0019500.1,928
A2J10_12T0019500.2,1065
A2J10_08T0233900.1,690
A2J10_01T0065000.1,1
A2J10_08T0176400.1,111
A2J10_08T0176400.3,225
A2J10_08T0176400.2,191
A2J10_06T0032300.2,4376
A2J10_06T0032300.1,3936
A2J10_06T0066500.1,507
A2J10_06T0066500.3,412
A2J10_06T0066500.2,365
A2J10_12T0051100.1,206
A2J10_12T0051100.2,191
A2J10_01T0292600.1,4
A2J10_04T0178900.1,65
A2J10_10T0071900.1,161
A2J10_10T0071900.2,161
A2J10_06T0202800.3,1
A2J10_06T0202800.1,1
A2J10_06T0202800.2,1
A2J10_06T0202800.5,1
A2J10_06T0202800.4,1
A2J10_02T0078700.2,1485
A2J10_02T0078700.3,1473
A2J10_02T0078700.1,1674
A2J10_11T0055400.1,73
A2J10_02T0205800.4,15
A2J10_02T0205800.2,30
A2J10_02T0205800.6,21
A2J10_02T0205800.3,17
A2J10_02T0205800.7,18
A2J10_02T0205800.1,21
A2J10_02T0205800.5,24
A2J10_11T0088200.5,60
A2J10_11T0088200.2,40
A2J10_11T0088200.3,37
A2J10_11T0088200.1,41
A2J10_11T0088200.4,60
A2J10_11T0088200.6,1
A2J10_10T0083600.1,417
A2J10_06T0145400.1,1
A2J10_03T0309900.1,700
A2J10_03T0309900.3,727
A2J10_03T0309900.4,727
A2J10_03T0309900.2,755
A2J10_11T0170100.1,1642
A2J10_02T0128000.1,1
A2J10_06T0066700.1,49
A2J10_01T0038800.1,19
A2J10_07T0253100.1,103
A2J10_04T0225100.1,269
A2J10_04T0106600.1,321
A2J10_11T0038200.1,1
A2J10_04T0246900.1,32
A2J10_03T0201400.1,697
A2J10_05T0177000.1,1
A2J10_06T0281200.3,701
A2J10_06T0281200.1,857
A2J10_06T0281200.2,692
A2J10_05T0096800.1,4
A2J10_07T0240400.1,762
A2J10_01T0361400.2,75
A2J10_01T0361400.1,73
A2J10_01T0361400.3,47
A2J10_07T0194700.1,424
A2J10_03T0123000.1,2799
A2J10_11T0241100.1,23
A2J10_06T0234900.1,377
A2J10_08T0125500.1,62
A2J10_05T0241000.1,149
A2J10_06T0128700.1,64
A2J10_08T0084500.1,2510
A2J10_07T0233400.2,1370
A2J10_07T0233400.1,1246
A2J10_08T0178300.1,626
A2J10_04T0240400.1,32
A2J10_05T0037200.1,956
A2J10_05T0037200.2,906
A2J10_05T0037200.3,956
A2J10_01T0196000.1,300
A2J10_01T0196000.2,406
A2J10_06T0254900.1,203
A2J10_03T0233700.1,4359
A2J10_05T0200100.1,523
A2J10_05T0200100.2,541
A2J10_05T0200100.3,517
A2J10_07T0131700.1,469
A2J10_07T0131800.2,535
A2J10_07T0131800.1,458
A2J10_01T0353200.1,4182
A2J10_02T0342800.3,344
A2J10_02T0342800.1,393
A2J10_02T0342800.2,358
A2J10_02T0342800.4,35
A2J10_03T0153200.1,1556
A2J10_11T0009900.1,95
A2J10_07T0240900.4,924
A2J10_07T0240900.1,975
A2J10_07T0240900.3,1040
A2J10_07T0240900.2,936
A2J10_04T0312800.1,12
A2J10_08T0127600.1,17
A2J10_05T0122900.1,45
A2J10_02T0051400.1,19
A2J10_10T0078300.1,221
A2J10_12T0033000.1,3
A2J10_02T0400600.3,16
A2J10_02T0400600.6,15
A2J10_02T0400600.5,16
A2J10_02T0400600.1,11
A2J10_02T0400600.2,16
A2J10_02T0400600.4,10
A2J10_05T0273800.3,124
A2J10_05T0273800.4,16
A2J10_05T0273800.1,35
A2J10_05T0273800.2,53
A2J10_01T0038900.7,5
A2J10_01T0038900.1,10
A2J10_01T0038900.3,9
A2J10_01T0038900.2,10
A2J10_11T0206500.1,180
A2J10_12T0176400.1,7
A2J10_01T0333200.1,6
A2J10_09T0150000.2,28
A2J10_09T0150000.1,24
A2J10_02T0015400.1,1232
A2J10_01T0289700.2,516
A2J10_01T0289700.1,357
A2J10_05T0227500.1,22
A2J10_02T0227900.1,170
A2J10_05T0094700.2,115
A2J10_05T0094700.3,86
A2J10_05T0094700.1,113
A2J10_01T0475700.1,4
A2J10_03T0142600.1,5
A2J10_07T0277300.1,27
A2J10_03T0016700.1,314
A2J10_04T0255200.1,181
A2J10_04T0255200.2,145
A2J10_03T0390900.2,328
A2J10_03T0390900.1,291
A2J10_02T0290800.1,268
A2J10_05T0271100.1,2069
A2J10_02T0011700.1,463
A2J10_01T0389500.2,86
A2J10_01T0389500.1,103
A2J10_04T0219700.1,152
A2J10_02T0222700.1,450
A2J10_02T0047300.4,787
A2J10_02T0047300.1,835
A2J10_02T0047300.3,777
A2J10_02T0047300.2,861
A2J10_02T0047300.5,1610
A2J10_05T0171300.2,5
A2J10_05T0171300.1,5
A2J10_05T0171300.3,705
A2J10_11T0055700.1,47
A2J10_06T0079700.1,54
A2J10_06T0293600.2,77
A2J10_06T0293600.1,665
A2J10_01T0049700.1,11
A2J10_03T0259600.1,103
A2J10_11T0216700.1,1226
A2J10_06T0293900.2,493
A2J10_06T0293900.1,593
A2J10_08T0050700.1,2243
A2J10_07T0264600.2,2583
A2J10_07T0264600.1,2617
A2J10_10T0026900.1,57
A2J10_09T0121100.1,1313
A2J10_02T0421300.3,127
A2J10_02T0421300.1,120
A2J10_02T0421300.4,168
A2J10_02T0421300.5,181
A2J10_02T0421300.2,149
A2J10_05T0005900.1,293
A2J10_03T0046800.1,100
A2J10_01T0181900.1,7596
A2J10_02T0262200.1,2176
A2J10_07T0254600.1,178
A2J10_02T0262700.1,10
A2J10_09T0126300.1,6
A2J10_09T0063100.1,14
A2J10_04T0181200.1,16
A2J10_07T0051100.1,1428
A2J10_07T0051100.2,1349
A2J10_01T0338900.2,11
A2J10_01T0338900.1,162
A2J10_02T0302300.1,72
A2J10_07T0108600.1,49
A2J10_07T0108600.2,32
A2J10_02T0196400.1,1614
A2J10_03T0377500.1,2
A2J10_10T0010200.1,12
A2J10_02T0372400.1,30
A2J10_03T0078500.1,179
A2J10_03T0041300.1,15
A2J10_06T0145900.2,7
A2J10_06T0145900.1,6
A2J10_01T0418200.1,123
A2J10_07T0164100.2,131
A2J10_07T0164100.1,139
A2J10_05T0263500.1,65
A2J10_04T0300800.1,356
A2J10_01T0366100.1,190
A2J10_03T0151600.4,150
A2J10_03T0151600.3,245
A2J10_03T0151600.1,1003
A2J10_03T0151600.5,176
A2J10_03T0151600.2,1114
A2J10_11T0016600.1,179
A2J10_06T0294400.1,59
A2J10_04T0258400.1,4
A2J10_11T0191700.1,28
A2J10_10T0129500.3,295
A2J10_10T0129500.1,284
A2J10_10T0129500.2,334
A2J10_11T0038500.1,478
A2J10_12T0083900.1,4
A2J10_07T0233900.1,691
A2J10_11T0240800.1,15
A2J10_02T0245700.6,2203
A2J10_02T0245700.5,2123
A2J10_02T0245700.2,1863
A2J10_02T0245700.1,996
A2J10_02T0245700.4,2013
A2J10_02T0245700.3,1884
A2J10_07T0005000.1,145
A2J10_03T0323800.4,46
A2J10_03T0323800.1,46
A2J10_03T0323800.3,136
A2J10_02T0230600.1,447
A2J10_07T0053300.1,99
A2J10_11T0042600.2,22
A2J10_11T0042600.4,22
A2J10_11T0042600.1,18
A2J10_11T0042600.3,39
A2J10_01T0435700.1,287
A2J10_01T0435700.2,386
A2J10_02T0222300.1,10
A2J10_02T0399200.1,1485
A2J10_12T0003000.4,22
A2J10_12T0003000.1,53
A2J10_12T0003000.5,164
A2J10_12T0003000.3,150
A2J10_12T0003000.2,117
A2J10_10T0121000.1,681
A2J10_02T0217300.2,506
A2J10_02T0217300.1,505
A2J10_06T0042500.1,34
A2J10_03T0199100.1,4084
A2J10_05T0261000.1,23
A2J10_02T0414300.1,73
A2J10_07T0166800.1,20
A2J10_07T0166800.3,22
A2J10_07T0166800.5,13
A2J10_07T0166800.2,17
A2J10_07T0166800.4,22
A2J10_08T0135100.1,1
A2J10_06T0006200.1,173
A2J10_04T0150200.1,25
A2J10_11T0047800.1,121
A2J10_03T0119200.2,756
A2J10_03T0119200.1,727
A2J10_01T0184600.1,214
A2J10_02T0233300.1,54
A2J10_02T0393400.1,631
A2J10_02T0393400.2,679
A2J10_08T0171000.1,1
A2J10_01T0488100.1,140
A2J10_01T0488100.2,148
A2J10_04T0034300.1,125
A2J10_04T0034300.3,30
A2J10_04T0034300.2,124
A2J10_05T0174000.1,32
A2J10_01T0035300.1,193
A2J10_06T0004600.1,359
A2J10_08T0170500.1,48
A2J10_12T0191900.1,123
A2J10_04T0221300.1,7
A2J10_04T0221300.2,16
A2J10_04T0286400.1,745
A2J10_04T0286400.2,780
A2J10_02T0162900.1,431
A2J10_06T0002100.1,217
A2J10_08T0202800.1,588
A2J10_08T0202800.2,587
A2J10_06T0139400.1,36
A2J10_02T0123600.1,257
A2J10_02T0123600.2,257
A2J10_01T0008700.1,1
A2J10_08T0237000.1,10
A2J10_11T0138100.1,914
A2J10_11T0138100.2,1390
A2J10_03T0010800.1,2712
A2J10_03T0010800.5,29
A2J10_03T0010800.2,2765
A2J10_03T0010800.6,546
A2J10_03T0010800.4,1551
A2J10_03T0010800.3,1513
A2J10_01T0298100.2,23
A2J10_01T0298100.1,44
A2J10_02T0420000.1,351
A2J10_02T0420000.2,323
A2J10_05T0225200.1,99
A2J10_05T0225200.2,71
A2J10_03T0367600.3,129
A2J10_03T0367600.1,130
A2J10_03T0367600.2,129
A2J10_07T0037900.1,29
A2J10_09T0139100.1,661
A2J10_05T0041000.1,63
A2J10_01T0149200.1,392
A2J10_08T0150300.1,3035
A2J10_09T0037600.1,1
A2J10_03T0167200.2,136
A2J10_03T0167200.1,489
A2J10_11T0010900.1,134
A2J10_05T0197200.1,2403
A2J10_07T0179100.1,26
A2J10_07T0179100.2,25
A2J10_05T0209000.1,80
A2J10_03T0167500.1,449
A2J10_07T0218300.1,23
A2J10_05T0057200.1,92
A2J10_01T0007600.1,59
A2J10_02T0352200.1,206
A2J10_02T0352200.2,205
A2J10_06T0155300.1,188
A2J10_09T0166600.1,5
A2J10_09T0174100.1,4
A2J10_05T0048200.1,1359
A2J10_07T0151600.1,3
A2J10_06T0115500.1,247
A2J10_03T0077200.1,151
A2J10_11T0213700.1,405
A2J10_05T0196300.1,1129
A2J10_03T0393500.1,3
A2J10_02T0193300.1,189
A2J10_10T0064100.1,1
A2J10_04T0169800.1,1020
A2J10_07T0238900.1,2886
A2J10_03T0352600.1,1187
A2J10_06T0177200.1,11693
A2J10_03T0031500.2,22
A2J10_03T0031500.1,40
A2J10_06T0180800.1,51
A2J10_01T0186800.1,53
A2J10_02T0257500.1,21
A2J10_08T0132900.2,27
A2J10_08T0132900.1,38
A2J10_07T0182300.1,172
A2J10_01T0492300.1,16
A2J10_12T0185700.1,30
A2J10_01T0004900.1,46
A2J10_02T0187000.2,4
A2J10_02T0222100.1,84
A2J10_12T0079200.1,343
A2J10_04T0202900.1,162
A2J10_05T0102100.1,604
A2J10_08T0130800.1,520
A2J10_06T0298800.3,505
A2J10_06T0298800.1,523
A2J10_06T0298800.2,519
A2J10_01T0330200.4,100
A2J10_01T0330200.2,388
A2J10_01T0330200.3,353
A2J10_01T0330200.1,304
A2J10_05T0268400.3,939
A2J10_05T0268400.4,627
A2J10_05T0268400.1,897
A2J10_05T0268400.2,638
A2J10_12T0135200.2,1
A2J10_12T0135200.1,5
A2J10_08T0018100.1,658
A2J10_08T0018100.3,657
A2J10_08T0018100.2,675
A2J10_02T0135400.6,127
A2J10_02T0135400.4,130
A2J10_02T0135400.5,160
A2J10_02T0135400.2,147
A2J10_02T0135400.3,155
A2J10_02T0135400.1,141
A2J10_03T0125000.2,978
A2J10_03T0125000.1,945
A2J10_06T0064900.1,476
A2J10_06T0064900.2,416
A2J10_05T0033200.4,278
A2J10_05T0033200.6,65
A2J10_05T0033200.3,155
A2J10_05T0033200.2,130
A2J10_05T0033200.1,140
A2J10_05T0033200.5,221
A2J10_07T0166000.1,105
A2J10_06T0114500.3,1
A2J10_06T0114500.1,82
A2J10_06T0114500.2,87
A2J10_06T0114500.4,89
A2J10_10T0145800.1,33
A2J10_04T0071900.3,199
A2J10_04T0071900.2,172
A2J10_04T0071900.1,149
A2J10_03T0276700.1,1208
A2J10_01T0110800.1,14
A2J10_02T0349700.1,25
A2J10_06T0048100.1,370
A2J10_02T0035700.1,5
A2J10_05T0220600.1,78
A2J10_01T0032000.1,235
A2J10_11T0120100.1,8348
A2J10_12T0072900.1,1039
A2J10_12T0072900.2,589
A2J10_09T0017900.1,30
A2J10_10T0041100.4,2101
A2J10_10T0041100.2,2317
A2J10_10T0041100.3,2259
A2J10_10T0041100.1,2277
A2J10_10T0133500.1,197
A2J10_01T0495800.1,66
A2J10_06T0150200.1,2
A2J10_06T0150200.2,2
A2J10_06T0259700.1,188
A2J10_12T0177800.1,23
A2J10_02T0047200.1,3324
A2J10_04T0135600.1,274
A2J10_01T0212200.1,376
A2J10_01T0212200.3,98
A2J10_01T0212200.2,429
A2J10_01T0212200.4,99
A2J10_08T0182800.1,5
A2J10_09T0184800.1,1145
A2J10_07T0181100.1,4
A2J10_09T0166900.1,891
A2J10_01T0488500.2,658
A2J10_01T0488500.1,812
A2J10_01T0488500.3,659
A2J10_03T0066200.1,76
A2J10_08T0131100.1,4
A2J10_05T0274200.1,11
A2J10_01T0348900.2,19254
A2J10_01T0348900.1,16370
A2J10_02T0153400.3,8
A2J10_02T0153400.2,292
A2J10_02T0153400.1,348
A2J10_03T0094100.1,180
A2J10_06T0038700.1,24
A2J10_11T0239800.3,673
A2J10_11T0239800.5,478
A2J10_11T0239800.4,709
A2J10_11T0239800.2,736
A2J10_11T0239800.1,688
A2J10_11T0239800.6,247
A2J10_04T0087500.1,277
A2J10_02T0013500.1,119
A2J10_02T0005500.1,54
A2J10_07T0047300.1,1195
A2J10_03T0260100.1,10
A2J10_06T0157200.2,325
A2J10_06T0157200.3,325
A2J10_06T0157200.5,57
A2J10_06T0157200.4,234
A2J10_06T0157200.1,299
A2J10_06T0157200.6,118
A2J10_01T0098000.1,56
A2J10_01T0289600.3,1042
A2J10_01T0289600.1,819
A2J10_01T0289600.5,823
A2J10_01T0289600.4,632
A2J10_01T0289600.2,1018
A2J10_06T0279100.1,305
A2J10_01T0376600.1,14
A2J10_01T0396800.1,4
A2J10_08T0199500.2,18
A2J10_08T0199500.1,31
A2J10_03T0065600.1,1732
A2J10_03T0043800.1,20
A2J10_02T0293800.1,70
A2J10_12T0160400.1,99
A2J10_10T0162400.1,20
A2J10_07T0103000.1,79
A2J10_02T0264900.1,18
A2J10_11T0045100.1,133
A2J10_04T0218800.1,29
A2J10_03T0008700.1,348
A2J10_02T0162400.1,74
A2J10_02T0162400.2,74
A2J10_12T0032800.1,108
A2J10_12T0032800.2,106
A2J10_08T0183000.1,1383
A2J10_06T0133700.1,94
A2J10_12T0115400.1,6
A2J10_12T0115400.3,6
A2J10_12T0115400.4,2
A2J10_01T0139300.1,2
A2J10_04T0176700.3,16
A2J10_04T0176700.1,16
A2J10_04T0176700.2,16
A2J10_04T0176700.4,16
A2J10_10T0146400.1,50
A2J10_01T0337500.5,797
A2J10_01T0337500.3,538
A2J10_01T0337500.1,1302
A2J10_01T0337500.2,460
A2J10_01T0337500.4,483
A2J10_03T0277400.3,1791
A2J10_03T0277400.2,1819
A2J10_03T0277400.1,1720
A2J10_06T0153200.1,276
A2J10_05T0145300.1,170
A2J10_02T0219700.2,13
A2J10_02T0219700.1,13
A2J10_02T0048200.1,3
A2J10_06T0065300.1,36
A2J10_12T0052500.1,67
A2J10_03T0348500.3,107
A2J10_03T0348500.1,150
A2J10_03T0348500.4,118
A2J10_03T0348500.2,122
A2J10_03T0224000.1,94
A2J10_02T0335500.1,82
A2J10_01T0465600.2,1
A2J10_01T0465600.1,1
A2J10_04T0302600.1,965
A2J10_06T0043400.1,5
A2J10_04T0110700.1,292
A2J10_04T0110700.3,304
A2J10_04T0110700.2,309
A2J10_04T0311200.1,4
A2J10_02T0418400.1,51
A2J10_02T0418400.2,45
A2J10_03T0023400.1,4
A2J10_07T0125600.1,607
A2J10_06T0101100.2,346
A2J10_06T0101100.1,348
A2J10_07T0074600.1,30
A2J10_03T0189400.3,32
A2J10_03T0189400.1,27
A2J10_03T0189400.2,22
